Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
01/14/2012,02:46:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,WOODFIELD RD. @ EMORY GROVE RD.,39.1497684,-77.2339278166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1988,CHEV,MONT,BLACK,Citation,21-902(a1),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1497684, -77.2339278166667)"
03/27/2012,23:07:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GRANDPRE RD @ CONNECTICUT AVE,39.08477965,-77.0781073333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,FORD,FOCUS,RED,Citation,16-101(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.08477965, -77.0781073333333)"
03/01/2012,23:48:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,RT 355 @ EDUCATION BLVD,39.1397727333333,-77.1937469666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,ACURA,2S,WHITE,Citation,16-101(a),Transportation Article,No,WHITE,M,DAGSBORO,DE,DE,A - Marked Patrol,"(39.1397727333333, -77.1937469666667)"
08/25/2012,20:52:00,MCP,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,NB COLUMBIA PIKE AND BRIGGS CHANEY RD,39.0758021166667,-76.9538467666667,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2001,MERCEDES,C320,BLACK,Citation,13-401(b),Transportation Article,No,WHITE,M,KENSINGTON,MD,MD,A - Marked Patrol,"(39.0758021166667, -76.9538467666667)"
05/15/2012,22:29:00,MCP,"4th district, Wheaton",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,RANDOLPH RD & MIDDLEVALE LANE,39.0644263333333,-77.0389084833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEV,CAVILER,SILVER,Citation,21-402(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0644263333333, -77.0389084833333)"
11/22/2012,03:49:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,MUDDY BRANCH RD AND GREAT SENECA HWY,39.1496679333333,-77.2338970166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,ACCORD,SILVER,Citation,21-902(a2),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1496679333333, -77.2338970166667)"
07/11/2012,01:05:00,MCP,"4th district, Wheaton",OPERATING A MOTOR SCOOTER ON HWY. W/O REQ. LICENSE OR PERMIT,PRINCE PHILLIP ROAD AND ST. THERESA DR,39.1422311833333,-77.0612715666667,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2010,RIELLA,SCOOTER,WHITE,Citation,16-101(b),Transportation Article,No,WHITE,M,BROOKEVILLE,MD,MD,A - Marked Patrol,"(39.1422311833333, -77.0612715666667)"
06/09/2012,02:12:00,MCP,"1st district, Rockville",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,12131 SELFRIDGE ROAD,,,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,COROLLA,SILVER,Citation,21-301(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
12/10/2012,17:02:00,MCP,"1st district, Rockville",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,UNIVERSITY BLVD AT PINEY BRANCH RD,38.9998721833333,-76.9951591666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-203(c),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,"(38.9998721833333, -76.9951591666667)"
08/31/2014,11:17:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,ROUTE 198/SANTINI ROAD,39.1069433333333,-76.9398866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYT,4S,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,F,ELLICOTT CITY,MD,MD,E - Marked Stationary Radar,"(39.1069433333333, -76.9398866666667)"
02/06/2012,19:47:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 17-106,NB OLD GEORGETOWN RD / GREENTREE RD,39.0009722666667,-77.1095473833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HONDA,ODYSSEY (VAN),"BLUE, LIGHT",Citation,16-303(h),Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0009722666667, -77.1095473833333)"
10/16/2013,18:04:00,MCP,"3rd district, Silver Spring",DRIVING UNINSURED VEHICLE,FLOWER AVE @ CARROLL AVE,38.9864337833333,-76.9996834333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,MERC,CLK 350,BLACK,Citation,17-107,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9864337833333, -76.9996834333333)"
01/05/2013,22:48:00,MCP,"1st district, Rockville",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,ASPEN HILL RD / CONNECTICUT AVE,39.0808154166667,-77.0773855,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,CAMRY,GREEN,Citation,13-401(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0808154166667, -77.0773855)"
06/01/2012,07:13:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,OLD GEORGETOWN @ WOODMONT,38.9860112,-77.0971734166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,ACURA,2S,GRAY,Citation,22-412.3(b),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,L - Motorcycle,"(38.9860112, -77.0971734166667)"
10/02/2012,18:09:00,MCP,"5th district, Germantown",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,BRINK ROAD / BLUNT ROAD,39.2040616333333,-77.20712195,No,No,No,No,No,No,No,No,No,No,MD,08 - Recreational Vehicle,2011,HYUNDAI,SANTA FE,GRAY,Citation,21-801(b),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.2040616333333, -77.20712195)"
05/16/2012,01:07:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 80 MPH IN A POSTED 55 MPH ZONE,270SB/121,39.2307590666667,-77.28438275,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,MAZD,4S,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.2307590666667, -77.28438275)"
04/11/2012,18:02:00,MCP,"1st district, Rockville",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,RANDOLPH RD @ MAPLE AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HYUNDAI,ELANTRA,TAN,Citation,21-202(i1),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,
03/11/2012,03:21:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 65 MPH IN A POSTED 35 MPH ZONE,CENTURY BLVD / CRYSTAL ROCK DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1992,HONDA,ACCORD,TAN,Citation,21-801.1,Transportation Article,No,WHITE,M,WASHINGTON DC,DC,DC,A - Marked Patrol,
03/26/2013,14:57:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",RANDOLPH RD @ GLENMONT CIR,39.05840965,-77.0492919833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HYUNDAI,TUSCON,"BLUE, LIGHT",Citation,16-303(h),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.05840965, -77.0492919833333)"
03/17/2013,17:53:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,ROUTE 370 AND ROUTE 270,39.1220383333333,-77.1958316666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYT,TK,BLUE,Citation,13-401(h),Transportation Article,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1220383333333, -77.1958316666667)"
09/09/2012,14:12:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,CONNECTICUT AVE @ EVERETT ST,39.0196859666667,-77.0769882166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,NISSAN,MAXIMA,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.0196859666667, -77.0769882166667)"
05/08/2012,12:25:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,10901 WESTLAKE DRIVE,39.0345980333333,-77.1467322333333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1993,TOYT,TK,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,M,KENSINGTON,MD,MD,Q - Marked Laser,"(39.0345980333333, -77.1467322333333)"
04/04/2012,13:19:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 30 MPH ZONE,10901 WESTLAKE DR,39.03483715,-77.14666825,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYT,HY,RED,Citation,21-801.1,Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.03483715, -77.14666825)"
01/18/2013,11:53:00,MCP,"3rd district, Silver Spring",OWNER OF MOTOR SCOOTER FAILURE TO DISPLAYDECAL ON VEHICLE AS PRESCRIBED BY MVA,SB NEW HAMPSHIRE AVE @ RUPPERT RD,39.0314062166667,-76.9841377833333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,13-106(d2),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0314062166667, -76.9841377833333)"
01/26/2015,01:38:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,GEORGIA AVE/EASTERN AVE,38.98513,-77.0266483333333,No,No,No,No,No,No,No,No,No,No,DC,28 - Other,2002,MERZ,SUV,BLACK,Citation,21-902(b1),Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,"(38.98513, -77.0266483333333)"
03/04/2013,14:02:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 62 MPH IN A POSTED 40 MPH ZONE,NB DARNESTOWN RD/28 @ ALDERWOOD DR,39.10655715,-77.2326726166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,ACURA,4S,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.10655715, -77.2326726166667)"
01/09/2014,17:56:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GALT AVE @ BLUERIDGE,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2002,KIA,RIO,RED,Citation,16-303(c),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
06/09/2013,22:56:00,MCP,"5th district, Germantown",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,20318 THUNDERHEAD WAY,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,CIVIC,SILVER,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
08/31/2013,23:17:00,MCP,"4th district, Wheaton",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,GEORGIA AVENUE / RANDOLPH ROAD,39.0576983333333,-77.0522383333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYT,SU,BRONZE,Citation,21-202(h2),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0576983333333, -77.0522383333333)"
11/23/2013,00:30:00,MCP,"4th district, Wheaton",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVE AND FOREST GLEN ROAD,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2002,FORD,TK,BLACK,Citation,16-101(a),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,
05/25/2012,02:30:00,MCP,"5th district, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,RIDGE RD @ OBSERVATION DR,39.2098789666667,-77.2398246666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,FORD,WINDSTAR VAN,BLUE,Citation,21-204(d),Transportation Article,No,WHITE,M,DAMASCUS,MD,MD,A - Marked Patrol,"(39.2098789666667, -77.2398246666667)"
04/30/2012,18:33:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,FATHER HURLEY @ CRYSTAL ROCK DR.,39.1913125166667,-77.27240085,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,AUDI,A6,WHITE,Citation,16-303(c),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1913125166667, -77.27240085)"
07/10/2012,03:57:00,MCP,"5th district, Germantown",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,FATHER HURLEY BLVD @ I-270,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,MERZ,4 D,SILVER,Citation,21-902(a2),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,
03/05/2014,11:40:00,MCP,"2nd district, Bethesda",FAILURE TO IMMEDIATELY STOP VEH. AT SCENE OF ACCIDENT INVOLVING BODILY INJURY,ELM ST./ARLINGTON RD,38.9836266666667,-77.0937866666667,No,No,Yes,No,No,No,No,No,No,No,VA,02 - Automobile,2003,MITS,LANCER,GRAY,Citation,20-102(a1),Transportation Article,No,WHITE,M,FAIRFAX,VA,VA,A - Marked Patrol,"(38.9836266666667, -77.0937866666667)"
09/25/2012,22:05:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",FENTON ST @ WAYNE AVE,38.9959050333333,-77.0248504166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,ACURA,2.5 TL,"GREEN, DK",Citation,16-303(h),Transportation Article,No,BLACK,M,ALEXANDRIA,VA,VA,A - Marked Patrol,"(38.9959050333333, -77.0248504166667)"
03/30/2013,02:34:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY ALCOHOL,SAM EIG HWY / GREAT SENECA HWY,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,NISS,SENTRA,SILVER,Citation,21-902(b1),Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,
09/21/2012,00:58:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,LOST KNIFE ROAD/MONTGOMERY VILLAGE AVE,39.1569623166667,-77.2026666,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,1994,FORD,TAURUS,"GREEN, LGT",Citation,16-101(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1569623166667, -77.2026666)"
04/20/2013,16:15:00,MCP,"3rd district, Silver Spring",PEDESTRIAN UNSAFELY CROSSING IN PATH OF VEH.,650 UNIVERSITY BLVD E,39.0004020666667,-76.9948414,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-502(b),Transportation Article,No,HISPANIC,M,GREENBELT,MD,XX,A - Marked Patrol,"(39.0004020666667, -76.9948414)"
08/10/2012,01:44:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,WOODFIELD RD AND EMORY GROVE RD,39.1595129333333,-77.1849068666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,FORD,2S,SILVER,Citation,21-902(a1),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1595129333333, -77.1849068666667)"
07/26/2012,23:28:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE/COLESVILLE RD,38.9973491166667,-77.0270484833333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2004,GMC,YUKON,GRAY,Citation,21-201(a1),Transportation Article,No,BLACK,F,BOWIE,MD,MD,A - Marked Patrol,"(38.9973491166667, -77.0270484833333)"
08/24/2012,04:21:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 55 MPH ZONE,29 @ BRIGGS CHANEY RD,38.99014055,-77.0232313833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHRYSLER,SEBRING,BLUE,Citation,21-801.1,Transportation Article,No,BLACK,M,TEMPLE HILLS,MD,MD,A - Marked Patrol,"(38.99014055, -77.0232313833333)"
01/18/2013,16:30:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEH. WITH OBSTRUCTED WINDSHIELD,13800 BLK CASTLE BLVD,39.0830421666667,-76.943754,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,AUDI,A8,SILVER,Citation,22-404(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0830421666667, -76.943754)"
04/25/2013,00:39:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,BEL PRE ROAD @ SUN VALLEY CT,39.0904160666667,-77.0489011833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISS,4S,BEIGE,Citation,16-303(d),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0904160666667, -77.0489011833333)"
08/28/2012,10:45:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,ARCOLA AVE/PARKER AVE,39.04900005,-77.0576128833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,FORD,MUSTANG,BLACK,Citation,21-707(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.04900005, -77.0576128833333)"
09/04/2012,13:59:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,KEMP MILL AT GLENALLEN,39.0616962833333,-77.0267047333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,FORD,4DR,RED,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0616962833333, -77.0267047333333)"
11/13/2013,22:32:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO YIELD RIGHT OF WAY ENTERING HWY. FROM PRIVATE DRIVEWAY,OLD GEORGETOWN/DEMOCRACY,39.025885,-77.125635,No,No,No,No,No,No,No,No,No,No,VA,03 - Station Wagon,2013,TOYOTA,VENZA,WHITE,Citation,21-404(b),Transportation Article,No,WHITE,M,MARBLEHEAD,MA,MA,A - Marked Patrol,"(39.025885, -77.125635)"
09/02/2012,23:09:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,GEORGIA AVE AT EAST WEST HIGHWAY,38.9898907333333,-77.026589,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2001,HONDA,CIVIC,BLACK,Citation,16-303(f),Transportation Article,No,WHITE,M,SEAFORD,VA,VA,A - Marked Patrol,"(38.9898907333333, -77.026589)"
10/22/2012,00:46:00,MCP,"3rd district, Silver Spring",FAILURE OF DRIVER TO MAKE LANE CHANGE TO AVAILABLELANE NOT IMMED. ADJACENT TO STOPPED EMERG. VEH.,UNIVERSITY BLVD E/ LANGLEY DR,39.0023400166667,-76.9958669833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,HONDA,CIVIC,SILVER,Citation,21-405(e1),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0023400166667, -76.9958669833333)"
06/14/2013,02:27:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,CRYSTAL ROCK / GERMANTOWN MD,39.18148475,-77.2618513166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1993,CHEVY,PRISM,GREEN,Citation,13-401(h),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.18148475, -77.2618513166667)"
09/18/2013,00:13:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,LOCKWOOD DRIVE@STEWART LANE,39.0431583333333,-76.9856766666667,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2009,PONTIAC,GT,GRAY,Citation,13-401(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0431583333333, -76.9856766666667)"
09/25/2013,13:41:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,355/PROFESSIONAL DR,,,No,No,No,No,No,No,No,No,No,No,KY,02 - Automobile,1995,TOYT,CAMRY,SILVER,Citation,16-112(c),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,XX,Q - Marked Laser,
09/23/2012,04:53:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERISTY BLVD E @ E FRANKLIN AVE,39.0129370166667,-77.0034280666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,FORD,EXPLORER,RED,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,CLINTON,MD,MD,A - Marked Patrol,"(39.0129370166667, -77.0034280666667)"
03/18/2013,17:42:00,MCP,"3rd district, Silver Spring",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,N/B OLD COLUMBIA PIKE AT GREENCASTLE RD,39.09819365,-76.9361766333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,PONTIAC,4S,BLACK,Citation,21-901.1(a),Transportation Article,No,WHITE,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.09819365, -76.9361766333333)"
07/28/2012,03:15:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,WEAVER ST @ LOWANDER LN,39.0106215,-76.9956096666667,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,1996,TOYOTA,COROLLA,GREEN,Citation,16-303(f),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,XX,A - Marked Patrol,"(39.0106215, -76.9956096666667)"
07/21/2013,00:30:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,ENNALS AVE AND GRANDVIEW AVE,39.0406235833333,-77.0533533166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,DODGE,DURANGO,BLACK,Citation,16-303(d),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0406235833333, -77.0533533166667)"
10/24/2012,02:17:00,MCP,"1st district, Rockville",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,N/B 270/ FALLS RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,COROLLA,RED,Citation,21-204(d),Transportation Article,No,HISPANIC,M,SPRINGFIELD,VA,VA,A - Marked Patrol,
06/07/2012,10:20:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,WATKINS MILL RD/CRESTED IRIS CT,39.1777561333333,-77.2099431666667,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2010,HARLEY DAVIDSON,MOTORCYVLE,SILVER,Citation,21-801.1,Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.1777561333333, -77.2099431666667)"
11/19/2012,16:09:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,LAYHILL RD @ POPLAR RUN DR,39.0772594833333,-77.0459368,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,CAMRY,SILVER,Citation,13-411(d),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0772594833333, -77.0459368)"
10/08/2012,12:28:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE OFF ROADWAY WHILE PASSING VEHICLE,ROUNDABOUT PERRY PKWY/SOUTH OF N FRED RD,39.1496005333333,-77.2096274166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,FORD,MUSTANG,"GREEN, LGT",Citation,21-304(c),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1496005333333, -77.2096274166667)"
07/01/2012,00:19:00,MCP,"3rd district, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,BRIGGS CHANEY AT ROBEY,39.0788723,-76.9448826166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,AUDI,A4,BLACK,Citation,13-411(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0788723, -76.9448826166667)"
